WELLREGNO,TOPHOLEYDD,TOPHOLEXDD,QUADRANTNO,BLOCKNO,DATUMELEV,WATERDEPTH,Oilp_80_95,Watp_80_95,Oilp_95_10,Watp_95_10,Zone
49/26-A19,53.09008333,2.129472222,49,26,94,115,0,0,0,0,C
49/26-A21,53.09036111,2.131416667,49,26,82,115,0,0,0,0,C
49/26-A24,53.09008333,2.129472222,49,26,94,115,0,0,0,0,C
49/26-A26,53.09061111,2.131444444,49,26,123,112,0,0,0,0,C
49/26-B10,53.07661111,2.185527778,49,26,87,121,0,0,0,0,C
49/26-B20,53.07661111,2.185527778,49,26,87,121,0,0,0,0,C
49/26-B40,53.07661111,2.185527778,49,26,87,121,0,0,0,0,C
49/26-B45,53.07661111,2.185527778,49,26,87,121,0,0,0,0,C
49/26-B55,53.07661111,2.185527778,49,26,87,121,0,0,0,0,C
49/26-B65,53.07661111,2.185527778,49,26,87,121,0,0,0,0,C
49/26-B75,53.07661111,2.185527778,49,26,87,121,0,0,0,0,C
44/24- 3,54.23525,2.633666667,44,24,128,455,0,0,0,0,C
44/26- 3,54.05215667,2.1183775,44,26,87,236,0,0,0,0,C
44/28- 1,54.06166667,2.447944444,44,28,118,166,0,0,0,0,C
44/28- 3,54.14375556,2.548303611,44,28,114,208,0,0,0,0,C
44/29- 2,54.06141667,2.6455,44,29,85,212,0,0,0,0,C
47/03-C3,53.83530556,0.443944444,47,3,95,125,0,0,0,0,C
53/01- 1,52.95805556,2.133330556,53,1,89,54,0,0,0,0,C
53/01- 3Z,52.91806667,2.065480556,53,1,86,113,0,0,0,0,C
53/01a- 5,52.94366667,2.181083333,53,1,110,156,0,0,0,0,C
53/01a- 10,52.94677778,2.1545,53,1,114,45,0,0,0,0,C
53/01a-A2,52.94675306,2.1545025,53,1,117,48,0,0,0,0,C
53/01a-A5,52.94672222,2.154527778,53,1,117,48,0,0,0,0,C
53/02- 2,52.98583333,2.31375,53,2,87,121,0,0,0,0,C
53/02- 7,52.97202778,2.231388889,53,2,112,142,0,0,0,0,C
53/03b- 2,52.84575,2.450583333,53,3,116,128,0,0,0,0,C
53/04- 2,52.88055556,2.787777778,53,4,100,127,0,0,0,0,C
53/04- 4,52.90349444,2.620888889,53,4,99,127,0,0,0,0,C
53/04a- 7,52.96111111,2.716916667,53,4,115,117,0,0,0,0,C
53/04a- 9,52.90033944,2.751743056,53,4,123,128,0,0,0,0,C
53/05a- 3,52.975275,2.933266667,53,5,111,98,0,0,0,0,C
53/07- 2,52.78694444,2.3575,53,7,92,154,0,0,0,0,C
53/09a- 1,52.79547167,2.601705278,53,9,100,130,0,0,0,0,C
53/12- 3,52.56805556,2.267777778,53,12,86,156,0,0,0,0,C
53/16- 1,52.484375,2.153333333,53,16,88,123,0,0,0,0,C
54/01- 1,52.91888889,3.098055556,54,1,90,135,0,0,0,0,C
54/01b- 2,52.96341667,3.072083333,54,1,117,121,0,0,0,0,C
54/11- 1,52.55005556,3.039611111,54,11,104,126,0,0,0,0,C
48/19c- 5,53.46491667,1.689972222,48,19,110,72,0,0,0,0,C
48/20a- 2,53.43344444,1.863222222,48,20,118,94,0,0,0,0,C
48/20b- 6,53.35005556,1.842055556,48,20,119,90,0,0,0,0,C
48/21- 2,53.28922222,1.066333333,48,21,90,74,0,0,0,0,C
48/22- 1,53.25416667,1.385555556,48,22,95,75,0,0,0,0,C
48/22- 3,53.29155556,1.267666667,48,22,114,72,0,0,0,0,C
48/23- 1,53.23263889,1.534305556,48,23,97,89,0,0,0,0,C
48/23a- 4,53.23310083,1.439851667,48,23,124,61,0,0,0,0,C
48/24b- 2,53.32402778,1.777777778,48,24,116,100,0,0,0,0,C
48/25a- 4,53.31418278,1.885638889,48,25,133,97,0,0,0,0,C
48/25b- 2,53.2455,1.981361111,48,25,120,122,0,0,0,0,C
48/25b-U3,53.25808333,1.971666667,48,25,135,117,0,0,0,0,C
48/25b-U5,53.25808333,1.971666667,48,25,137,117,0,0,0,0,C
48/25b-U7,53.25808333,1.971666667,48,25,138,119,0,0,0,0,C
48/28- 1,53.09666667,1.566111111,48,28,82,354,0,0,0,0,C
49/26-B85,53.07661111,2.185527778,49,26,87,121,0,0,0,0,C
30/28- 1,56.07563611,2.5989,30,28,82,257,0,0,0,0,C
47/03-C5,53.83519444,0.443722222,47,3,132,138,0,0,0,0,C
47/03-C10,53.83519444,0.443722222,47,3,154,129,0,0,0,0,C
47/03b- 5,53.91211111,0.520694444,47,3,120,162,0,0,0,0,C
47/03b- 6A,53.93588889,0.527833333,47,3,127,146,0,0,0,0,C
47/03d-B3,53.83388889,0.441777778,47,3,157,129,0,0,0,0,C
47/03d-B6,53.83386111,0.44175,47,3,157,129,0,0,0,0,C
47/03d-B8,53.83366667,0.441777778,47,3,157,129,0,0,0,0,C
47/03d-B10,53.83386111,0.441777778,47,3,157,129,0,0,0,0,C
47/03d-B12,53.83366667,0.441805556,47,3,157,118,0,0,0,0,C
47/04a- 2,53.93602778,0.601472222,47,4,125,145,0,0,0,0,C
47/04b- 4,53.99208333,0.787333333,47,4,127,157,0,0,0,0,C
47/05a- 2,53.86139444,0.918097222,47,5,42.062,41.361,0,0,0,0,C
47/05a- 4,53.97372222,0.813527778,47,5,104.9,152.1,0,0,0,0,C
47/08-A4,53.825,0.471388889,47,8,107,127,0,0,0,0,C
47/08-A6,53.825,0.471388889,47,8,107,127,0,0,0,0,C
47/08a- 3,53.76836111,0.488527778,47,8,110.5,127,0,0,0,0,C
47/09- 3,53.77791667,0.725416667,47,9,114,108,0,0,0,0,C
30/30- 3,56.03128889,2.994327778,30,30,82,240,0,0,0,0,C
31/26- 1,56.0925,3.118694444,31,26,82,232,0,0,0,0,C
49/26-B95,53.07661111,2.185527778,49,26,87,121,0,0,0,0,C
49/26-C5,53.09677778,2.162305556,49,26,91,117,0,0,0,0,C
49/26-C25,53.09677778,2.162305556,49,26,91,117,0,0,0,0,C
49/26-C35,53.09538889,2.162305556,49,26,91,117,0,0,0,0,C
49/26-C45,53.09677778,2.162305556,49,26,90.7,117,0,0,0,0,C
49/26-C55,53.09677778,2.162305556,49,26,90.7,117,0,0,0,0,C
49/26-C70,53.09677778,2.162305556,49,26,90.7,117,0,0,0,0,C
49/26-D0,53.00955556,2.185722222,49,26,89,121,0,0,0,0,C
49/26-D15,53.00955556,2.185722222,49,26,89,121,0,0,0,0,C
49/26-D35,53.00952778,2.186111111,49,26,89,121,0,0,0,0,C
49/26-D45,53.00952778,2.186111111,49,26,89,121,0,0,0,0,C
49/26-D55,53.00952778,2.186111111,49,26,89,121,0,0,0,0,C
49/26-E3,53.05283333,2.18825,49,26,117,135,0,0,0,0,C
49/26-E5,53.05283333,2.18825,49,26,117,135,0,0,0,0,C
49/26-E8,53.05288889,2.188416667,49,26,122,133,0,0,0,0,C
49/26-F1,53.10894444,2.067138889,49,26,125,121,0,0,0,0,C
49/26-F3,53.10886111,2.067027778,49,26,125,121,0,0,0,0,C
49/26-F9,53.10880556,2.067,49,26,127,121,0,0,0,0,C
49/26-F11,53.10861111,2.066944444,49,26,125,121,0,0,0,0,C
49/26-F13,53.10880556,2.067,49,26,120,121,0,0,0,0,C
49/26-G1,53.11816667,2.104694444,49,26,120,68,0,0,0,0,C
49/26-G3,53.11813889,2.104722222,49,26,120,68,0,0,0,0,C
49/26-G8,53.11805556,2.104583333,49,26,130,70,0,0,0,0,C
49/26-G10,53.11805556,2.104444444,49,26,130,68,0,0,0,0,C
49/26-G12,53.11808333,2.104583333,49,26,139,66,0,0,0,0,C
47/09b- 6,53.75686111,0.704638889,47,9,121,95,0,0,0,0,C
47/10- 1,53.731,0.80475,47,10,133.1,107.9,0,0,0,0,C
47/10- 4,53.78172222,0.846833333,47,10,116.1,104.6,0,0,0,0,C
47/13- 2,53.65280556,0.460555556,47,13,114,65,0,0,0,0,C
47/14a- 3,53.61741667,0.743916667,47,14,113,105,0,0,0,0,C
47/14a- 6,53.63297222,0.790944444,47,14,119,81,0,0,0,0,C
47/14a- 9,53.64658361,0.626543056,47,14,115,92,0,0,0,0,C
47/14a-J2,53.61158333,0.723972222,47,14,153,107,0,0,0,0,C
47/14a-J4,53.61147222,0.724055556,47,14,153,107,0,0,0,0,C
47/14a-K4,53.62330556,0.790527778,47,14,151,89,0,0,0,0,C
47/14a-M3,53.64572222,0.603722222,47,14,151,76,0,0,0,0,C
49/27- 2,53.02672222,2.256833333,49,27,85,130,0,0,0,0,C
49/27- 5,53.10093611,2.212219444,49,27,110,105,0,0,0,0,C
49/27-A7,53.055,2.232777778,49,27,91,117,0,0,0,0,C
31/26a- 9,56.003,3.184944444,31,26,80,225,0,0,0,0,C
31/27- 1,56.09848333,3.227183333,31,27,82,230,0,0,0,0,C
36/15- 1,55.55166667,0.985277778,36,15,89,254,0,0,0,0,C
38/01- 1,55.88488889,2.139027778,38,1,64,279,0,0,0,0,C
38/16- 1,55.38083333,2.077277778,38,16,94,133,0,0,0,0,C
38/22- 1,55.2075,2.263611111,38,22,101,116,0,0,0,0,C
38/25- 1,55.29521667,2.865877778,38,25,99,100,0,0,0,0,C
39/01- 1,55.95956389,3.088911111,39,1,106,241,0,0,0,0,C
41/14- 1,54.58466667,-0.309111111,41,14,113,199,0,0,0,0,C
41/20- 1,54.36111111,-0.088888889,41,20,99,193,0,0,0,0,C
41/24a- 2,54.29658333,-0.234611111,41,24,114.8,164,0,0,0,0,C
42/10a- 1,54.80161111,0.957694444,42,10,78.7,200,0,0,0,0,C
42/18- 1,54.34744444,0.468416667,42,18,119,196,0,0,0,0,C
42/23- 1,54.26433333,0.577305556,42,23,95,354,0,0,0,0,C
42/25- 1,54.22908333,0.979555556,42,25,108.5,203.3,0,0,0,0,C
42/27a- 1,54.04252778,0.233861111,42,27,110,181,0,0,0,0,C
42/28a- 3,54.11480556,0.4175,42,28,140,172,0,0,0,0,C
42/29- 1,54.11447222,0.636194444,42,29,111,182,0,0,0,0,C
42/29- 3,54.11505556,0.767305556,42,29,135.4,165.9,0,0,0,0,C
42/29- 6,54.10092778,0.652888889,42,29,36.3,52.7,0,0,0,0,C
42/29- 8,54.10094722,0.652908333,42,29,35,54,0,0,0,0,C
42/29-C1,54.03377778,0.728,42,29,128.2,170.5,0,0,0,0,C
42/29-C4,54.03380556,0.727944444,42,29,128.2,170.5,0,0,0,0,C
47/14a-M2,53.64572222,0.60375,47,14,151,76,0,0,0,0,C
47/15a- 3,53.55763889,0.846888889,47,15,106,70,0,0,0,0,C
47/20- 1,53.46944444,0.953888889,47,20,99,70,0,0,0,0,C
47/25- 1,53.30944444,0.969166667,47,25,87,42,0,0,0,0,C
48/01- 1,53.8365,1.007055556,48,1,116,132,0,0,0,0,C
48/02- 1,53.86071667,1.221247222,48,2,110,115,0,0,0,0,C
48/03- 2,53.85733333,1.597888889,48,3,116,103,0,0,0,0,C
48/05- 1,53.87666667,1.836944444,48,5,126,164,0,0,0,0,C
48/06- 3,53.70633333,1.121277778,48,6,96,90,0,0,0,0,C
48/06- 10,53.73569444,1.056805556,48,6,81.6,104,0,0,0,0,C
48/06- 23,53.69380556,1.136083333,48,6,93,90,0,0,0,0,C
48/06- 25,53.81158333,1.027258333,48,6,34.869,37.582,0,0,0,0,C
48/06- 29,53.70321944,1.148630556,48,6,38.984,66.477,0,0,0,0,C
48/06- 32,53.70325,1.148583333,48,6,131.24,88.58,0,0,0,0,C
48/06- 34,53.80730583,1.028691111,48,6,35.966,34.991,0,0,0,0,C
48/06-A6,53.70341667,1.150083333,48,6,91,89,0,0,0,0,C
48/06-A9,53.70341667,1.150083333,48,6,91,89,0,0,0,0,C
48/06-B11,53.71916667,1.119166667,48,6,95,93,0,0,0,0,C
42/30- 1,54.06533333,0.881305556,42,30,93.8,163.3,0,0,0,0,C
42/30- 3,54.07797222,0.821777778,42,30,85.9,160.3,0,0,0,0,C
42/30- 4A,54.07936111,0.955833333,42,30,125,165,0,0,0,0,C
42/30- 6,54.10952778,0.870472222,42,30,134.8,172.2,0,0,0,0,C
42/30-A2,54.02950167,0.966589444,42,30,40.1,47.3,0,0,0,0,C
42/30-A5,54.02948361,0.966535278,42,30,40.1,47.3,0,0,0,0,C
49/27-A9,53.055,2.232777778,49,27,91,117,0,0,0,0,C
49/27-B2,53.05222222,2.284722222,49,27,99,124,0,0,0,0,C
44/24a- 6,54.25290944,2.743200833,44,24,135,146,0,0,0,0,C
49/27-C2,53.02805556,2.256388889,49,27,92,130,0,0,0,0,C
49/27-D2,53.01769444,2.339861111,49,27,87,75,0,0,0,0,C
49/27-D5,53.0175,2.339722222,49,27,87,75,0,0,0,0,C
49/27-D12,53.0175,2.339722222,49,27,87,75,0,0,0,0,C
49/27-E4,53.06083333,2.210833333,49,27,105,118,0,0,0,0,C
49/27-E12,53.06083333,2.210833333,49,27,105,118,0,0,0,0,C
48/06-B13,53.71916667,1.119166667,48,6,95,93,0,0,0,0,C
48/06-B15,53.71916667,1.119166667,48,6,95.2,93,0,0,0,0,C
48/06-C17,53.75347222,1.081111111,48,6,101,99,0,0,0,0,C
48/06-C19,53.75347222,1.081111111,48,6,101,99,0,0,0,0,C
48/07- 1,53.73438889,1.218944444,48,7,92,105,0,0,0,0,C
48/07a- 6,53.72452,1.231366944,48,7,123,113,0,0,0,0,C
48/07b- 4,53.79811111,1.278138889,48,7,107.2,91.8,0,0,0,0,C
48/07b- 8,53.80977778,1.213741667,48,7,36.881,33.985,0,0,0,0,C
48/07c- 11,53.74936111,1.353166667,48,7,119,110,0,0,0,0,C
48/08b- 2,53.75386111,1.530416667,48,8,115,98,0,0,0,0,C
48/09- 2,53.76163889,1.707527778,48,9,128,91,0,0,0,0,C
49/27-F7,53.04055556,2.315,49,27,100,65,0,0,0,0,C
49/27-F9,53.04055556,2.315,49,27,100,65,0,0,0,0,C
49/27-G1,53.03752778,2.381833333,49,27,106,134,0,0,0,0,C
49/27-G3,53.03752778,2.381833333,49,27,106,134,0,0,0,0,C
49/16-S2,53.35705556,2.04,49,16,117,93,0,0,0,0,C
49/16-S5,53.35705556,2.039972222,49,16,118,93,0,0,0,0,C
49/16-S8,53.35702778,2.040083333,49,16,135,93,0,0,0,0,C
42/30-A7,54.02952167,0.966588056,42,30,40.1,47.3,0,0,0,0,C
42/30-B2,54.06015417,0.900101667,42,30,39.4,50,0,0,0,0,C
42/30-B4,54.06017972,0.900172778,42,30,39.8,50,0,0,0,0,C
42/30-B8,54.06019556,0.899989167,42,30,39.7,50,0,0,0,0,C
42/30-B10,54.06019083,0.900072222,42,30,39.7,50,0,0,0,0,C
42/30-C2,54.08325,0.825138889,42,30,129.5,160.7,0,0,0,0,C
42/30-C4,54.08325,0.825138889,42,30,129.5,160.7,0,0,0,0,C
42/30-D2,54.07341667,0.914777778,42,30,145,143,0,0,0,0,C
43/07- 1,54.74547222,1.258333333,43,7,97,149,0,0,0,0,C
43/08- 1,54.68277778,1.508055556,43,8,86,87,0,0,0,0,C
43/08a- 6,54.68258333,1.496944444,43,8,115,224,0,0,0,0,C
43/11- 1,54.56963889,1.044888889,43,11,118,183,0,0,0,0,C
43/13a-C2,54.58865556,1.426721667,43,13,112,116,0,0,0,0,C
43/13a-C4,54.58866667,1.426722222,43,13,136,109,0,0,0,0,C
43/13a-C6,54.58866667,1.426722222,43,13,136,109,0,0,0,0,C
43/13b- 4,54.50721861,1.590896667,43,13,119,79,0,0,0,0,C
43/15a-B4,54.50016667,1.941472222,43,15,121,68,0,0,0,0,C
43/16- 1,54.40183056,1.115286111,43,16,101,183,0,0,0,0,C
43/17- 2,54.38233333,1.338777778,43,17,122,137,0,0,0,0,C
43/19- 1,54.47811111,1.754166667,43,19,120,62,0,0,0,0,C
43/20b- 2,54.41072222,1.973055556,43,20,87,111,0,0,0,0,C
43/25- 1,54.26058333,1.84,43,25,112,141,0,0,0,0,C
43/26- 1,54.05116667,1.017222222,43,26,122,147,0,0,0,0,C
43/26- 4,54.02005556,1.020694444,43,26,128,139,0,0,0,0,C
48/10b- 3,53.71372222,1.832555556,48,10,114,109,0,0,0,0,C
48/10b- 6,53.73108333,1.849944444,48,10,119,100,0,0,0,0,C
48/10b- 9,53.71825,1.873388889,48,10,119,88.8,0,0,0,0,C
48/11- 1,53.55472222,1.14,48,11,82,89,0,0,0,0,C
48/11a- 9,53.54125,1.123416667,48,11,116,67,0,0,0,0,C
48/11b- 5,53.51263889,1.135333333,48,11,110,71,0,0,0,0,C
48/11b- 8,53.558,1.097083333,48,11,116,72,0,0,0,0,C
48/11b-A1,53.54013889,1.07575,48,11,115,76,0,0,0,0,C
48/11b-A3,53.54013889,1.07575,48,11,115,76,0,0,0,0,C
48/11b-A6,53.54013889,1.07575,48,11,115,76,0,0,0,0,C
48/12a- 7,53.54677361,1.360636111,48,12,115,60,0,0,0,0,C
48/12b- 4,53.512,1.208611111,48,12,114,72,0,0,0,0,C
48/12b- 6,53.52144444,1.351722222,48,12,122,76,0,0,0,0,C
48/13- 2A,53.62036111,1.518166667,48,13,88,80,0,0,0,0,C
48/13a- 5,53.58363889,1.594277778,48,13,104,92,0,0,0,0,C
48/13a-B1,53.61322222,1.52675,48,13,131,80,0,0,0,0,C
48/13a-B3,53.61322222,1.52675,48,13,175,80,0,0,0,0,C
48/13a-B6,53.61322222,1.52675,48,13,80,175,0,0,0,0,C
49/17- 1,53.44134722,2.322463889,49,17,95,79,0,0,0,0,C
49/17- 3,53.4476,2.333105556,49,17,111,79,0,0,0,0,C
49/17- 6,53.47065833,2.267927778,49,17,105,87,0,0,0,0,C
49/17- 10,53.33430556,2.226694444,49,17,116,116,0,0,0,0,C
49/17-B4,53.44736111,2.333222222,49,17,95,77,0,0,0,0,C
49/17-B7,53.44736111,2.333222222,49,17,95,77,0,0,0,0,C
49/17-C2,53.42402778,2.376861111,49,17,107,76,0,0,0,0,C
49/17-G4,53.44811111,2.256333333,49,17,111,78,0,0,0,0,C
49/17-H2,53.49736111,2.32575,49,17,107,108,0,0,0,0,C
49/18- 2,53.41450833,2.480575,49,18,95,102,0,0,0,0,C
49/18- 4,53.36277778,2.569166667,49,18,90,100,0,0,0,0,C
49/18-A3,53.36388889,2.568611111,49,18,100,105,0,0,0,0,C
49/18-A10,53.36388889,2.568611111,49,18,100,105,0,0,0,0,C
49/18-A13,53.36330556,2.568694444,49,18,129,98,0,0,0,0,C
49/18-B11,53.39216667,2.524527778,49,18,132,98,0,0,0,0,C
49/19- 3,53.390475,2.651275,49,19,90,95,0,0,0,0,C
49/19- 5,53.36247222,2.670555556,49,19,107,99,0,0,0,0,C
49/19-M2,53.35394444,2.607544444,49,19,124,100,0,0,0,0,C
49/20b- 3,53.35190139,2.880685278,49,20,118,104.9,0,0,0,0,C
49/21- 1,53.17555556,2.030555556,49,21,100,141,0,0,0,0,C
49/21- 4,53.31919444,2.072469444,49,21,104,108,0,0,0,0,C
49/21- 6,53.24588889,2.036888889,49,21,113,79,0,0,0,0,C
49/21-R4,53.24777778,2.024444444,49,21,112,100,0,0,0,0,C
49/21-R6,53.24780556,2.024555556,49,21,110,100,0,0,0,0,C
49/21-R9,53.24780556,2.024555556,49,21,139,100,0,0,0,0,C
49/21-R11,53.24777778,2.024444444,49,21,99,135,0,0,0,0,C
49/21-T2,53.31833333,2.095805556,49,21,137,114,0,0,0,0,C
49/21-T6,53.31836111,2.095777778,49,21,131,116,0,0,0,0,C
49/22- 1,53.33138889,2.246111111,49,22,84,100,0,0,0,0,C
49/22- 4A,53.32811111,2.363722222,49,22,119,129,0,0,0,0,C
49/22- 6,53.2422,2.387880833,49,22,114,73,0,0,0,0,C
49/22-J2,53.32816667,2.363638889,49,22,113,125,0,0,0,0,C
49/22-J3Z,53.32816667,2.363638889,49,22,113,125,0,0,0,0,C
49/23- 1,53.322,2.526611111,49,23,93,97,0,0,0,0,C
49/23- 5,53.20505556,2.467527778,49,23,120,96,0,0,0,0,C
49/23-C1,53.30716667,2.566972222,49,23,97.5,95,0,0,0,0,C
49/23-C3,53.30716667,2.566972222,49,23,97.5,95,0,0,0,0,C
49/23-C5,53.30716667,2.566972222,49,23,97.5,95,0,0,0,0,C
49/23-C8,53.30716667,2.566972222,49,23,97.5,95,0,0,0,0,C
49/23-C10,53.30716667,2.566972222,49,23,97.5,95,0,0,0,0,C
49/24- 19,53.18180556,2.657888889,49,24,120,110,0,0,0,0,C
49/24- 4,53.31922778,2.703716667,49,24,98,107.4,0,0,0,0,C
49/24- 16,53.29875,2.619805556,49,24,96,96,0,0,0,0,C
49/24-J0,53.32722222,2.632333333,49,24,87.5,107.5,0,0,0,0,C
49/24-J25,53.32722222,2.632333333,49,24,87.5,107.5,0,0,0,0,C
49/24-K5,53.28083333,2.692222222,49,24,131,107,0,0,0,0,C
49/24-K25,53.28093139,2.692236111,49,24,86,106,0,0,0,0,C
49/24-L2,53.299,2.6205,49,24,113,95,0,0,0,0,C
49/24-L4,53.299,2.6205,49,24,118,95,0,0,0,0,C
43/26- 6,54.02030556,1.148777778,43,26,99,147,0,0,0,0,C
43/26a-E4,54.05477778,1.034444444,43,26,150,140,0,0,0,0,C
43/26a-E6,54.05477778,1.034444444,43,26,150,140,0,0,0,0,C
43/26a-E8,54.05477778,1.034444444,43,26,150,140,0,0,0,0,C
43/26a-E10,54.05477778,1.034444444,43,26,145,143,0,0,0,0,C
43/26a-F3,54.03197222,1.103611111,43,26,155,139,0,0,0,0,C
49/27-G7,53.03752778,2.381833333,49,27,106,134,0,0,0,0,C
49/27-G9,53.03752778,2.381833333,49,27,106,134,0,0,0,0,C
49/27-G10,53.03752778,2.381833333,49,27,106,134,0,0,0,0,C
49/27-H1,53.00477778,2.215083333,49,27,110,130,0,0,0,0,C
49/27-H3,53.00477778,2.215083333,49,27,110,130,0,0,0,0,C
49/27-J3,53.03269444,2.219361111,49,27,110,132,0,0,0,0,C
49/27-J5,53.03269444,2.219361111,49,27,110,130,0,0,0,0,C
49/28- 2,53.02236111,2.435527778,49,28,96,110,0,0,0,0,C
49/28- 4,53.08844444,2.53225,49,28,117,102,0,0,0,0,C
49/28- 7,53.01211111,2.564722222,49,28,115,120,0,0,0,0,C
49/28- 11,53.10686111,2.508472222,49,28,113,108,0,0,0,0,C
49/28- 13,53.04497222,2.574277778,49,28,116,117,0,0,0,0,C
49/28- 15,53.04583333,2.513888889,49,28,120,121,0,0,0,0,C
49/28-A2,53.08438889,2.547055556,49,28,119,109,0,0,0,0,C
49/29- 1,53.16416944,2.721025,49,29,84,115,0,0,0,0,C
49/29a- 7,53.15816667,2.741,49,29,115,121,0,0,0,0,C
49/29b- 4,53.01557194,2.6376475,49,29,94,122,0,0,0,0,C
49/30- 3,53.12269444,2.878888889,49,30,106,114,0,0,0,0,C
49/30b- 4,53.06152778,2.886027778,49,30,105,111,0,0,0,0,C
50/16- 1,53.38130556,3.018166667,50,16,97,98,0,0,0,0,C
50/26a- 2,53.14033333,3.041358333,50,26,113,109,0,0,0,0,C
48/13b- 3,53.51461111,1.4485,48,13,104,83,0,0,0,0,C
48/14- 1,53.55832833,1.683271111,48,14,120,218,0,0,0,0,C
48/15a- 1,53.59047222,1.926888889,48,15,110,77,0,0,0,0,C
48/15a- 3,53.59875,1.974527778,48,15,110,116,0,0,0,0,C
48/15a- 3Z,53.59875,1.974527778,48,15,110,116,0,0,0,0,C
48/15a- 6,53.57258333,1.83275,48,15,113,75,0,0,0,0,C
48/15a-B1Z,53.56859722,1.970902778,48,15,113,81,0,0,0,0,C
48/16- 1,53.45313889,1.172166667,48,16,108,74,0,0,0,0,C
48/17a- 4,53.45171917,1.381955556,48,17,112,90,0,0,0,0,C
48/17a- 9,53.40619444,1.351833333,48,17,101,70,0,0,0,0,C
48/17a-E1,53.46511111,1.344638889,48,17,120,75,0,0,0,0,C
48/17a-L1,53.40997222,1.375305556,48,17,110,65,0,0,0,0,C
48/17b- 7,53.49319444,1.212333333,48,17,106,65,0,0,0,0,C
50/26a- 4,53.12961111,3.062472222,50,26,120,109,0,0,0,0,C
52/05- 2,52.97602778,1.904138889,52,5,92,118,0,0,0,0,C
52/05-A4,52.99969444,1.84775,52,5,94,77,0,0,0,0,C
52/05-A6,52.99972222,1.847222222,52,5,94,77,0,0,0,0,C
52/05-A8,52.99972222,1.847222222,52,5,94,77,0,0,0,0,C
52/05-A10,52.99972222,1.847222222,52,5,94,77,0,0,0,0,C
52/05-A15,52.99969444,1.84775,52,5,120,77,0,0,0,0,C
49/12a- 9,53.52886111,2.223,49,12,113,69,0,0,0,0,C
48/29- 9,53.13011444,1.694024167,48,29,126,104,0,0,0,0,C
49/26- 27Z,53.13016667,2.035583333,49,26,0,0,0,0,0,0,C
31/26a- 11,56.00282778,3.185144444,31,26,75,226,0,0,0,0,C
48/12a- 8,53.54220278,1.36285,48,12,122,70,0,0,0,0,C
43/24-P2,54.29960833,1.659758333,43,24,120,164,0,0,0,0,C
49/11a-B1X,53.50924139,2.169919167,49,11,112,82,0,0,0,0,C
48/11b-A8,53.54013889,1.07575,48,11,139,76,0,0,0,0,C
49/23-E1,53.19819722,2.485838889,49,23,155,92,0,0,0,0,C
50/26b- 8,53.05516,3.009418333,50,26,38.7,26.4,0,0,0,0,C
44/22c- 9,54.27379417,2.205291667,44,22,124,108,0,0,0,0,C
49/26-D5,53.00955556,2.185722222,49,26,89,121,0,0,0,0,C
53/05b- 5,52.96946944,2.984530556,53,5,117,135,0,0,0,0,C
48/17c- 12,53.35313889,1.304416667,48,17,120,85,0,0,0,0,C
48/30- 14,53.08618528,1.85038,48,30,120,80,0,0,0,0,C
49/22- 19,53.27074,2.247850833,49,22,120,96,0,0,0,0,C
44/18-T3A,54.44933944,2.481081111,44,18,165,60,0,0,0,0,C
43/13a-C3,54.58866667,1.426722222,43,13,114,111,0,0,0,0,C
47/05a- 3,53.84039639,0.981256111,47,5,121.5,140,0,0,0,0,C
48/20a-P4,53.46897222,1.914222222,48,20,126,82,0,0,0,0,C
49/17- 11,53.35094444,2.295472222,49,17,113,92,0,0,0,0,C
42/16- 1,54.36115556,0.064866667,42,16,131,201,0,0,0,0,C
44/14- 2,54.50886,2.791620833,44,14,125,94,0,0,0,0,C
49/11a-A10,53.54038889,2.015777778,49,11,125,91,0,0,0,0,C
53/05b- 4,52.95273306,2.969484444,53,5,120,118,0,0,0,0,C
43/21- 3,54.22544444,1.150333333,43,21,131.24,164,0,0,0,0,C
44/17- 3,54.46461111,2.381361111,44,17,119,60,0,0,0,0,C
48/20a-P6,53.46897222,1.914194444,48,20,126,82,0,0,0,0,C
43/27-J2,54.04643611,1.20745,43,27,120,150,0,0,0,0,C
44/18- 3,54.34108889,2.444033611,44,18,131,105,0,0,0,0,C
42/29-C6,54.03377778,0.728027778,42,29,127.959,170.61,0,0,0,0,C
43/27-J3,54.04646389,1.207419444,43,27,131,152,0,0,0,0,C
49/25a-R6,53.22616667,2.827583333,49,25,135,102,0,0,0,0,C
48/30- 16,53.07743139,1.890786111,48,30,121,118,0,0,0,0,C
50/26b- 6,53.06053333,3.012066667,50,26,111,90,0,0,0,0,C
49/22- 17,53.28190194,2.361782778,49,22,126,53,0,0,0,0,C
49/11a-B2,53.49526306,2.174435,49,11,0,0,0,0,0,0,C
48/14-L4,53.56800861,1.633851111,48,14,170,107,0,0,0,0,C
49/18- 5Z,53.47479694,2.429731667,49,18,115,91,0,0,0,0,C
43/05- 1,54.97514222,1.955383333,43,5,121,79.5,0,0,0,0,C
47/15a-L3,53.56179722,0.878711111,47,15,151,76,0,0,0,0,C
47/14a-M5,53.64572222,0.60375,47,14,151,76,0,0,0,0,C
47/15a-L4,53.56179667,0.878710278,47,15,151,76,0,0,0,0,C
49/30a-A1,53.00519889,2.8961425,49,30,150,113,0,0,0,0,C
48/29- 2,53.05083333,1.680555556,48,29,82,118,0,0,0,0,C
